ORG_NAME,SEVERITY,_time,count,kpi
Hestia,high,2023-05-13T00:00:00.000+0100,1,Q1Closed
sota,high,2023-05-13T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-13T00:00:00.000+0100,824,NETOpen
savi,critical,2023-05-13T00:00:00.000+0100,37,NETOpen
pims,high,2023-05-13T00:00:00.000+0100,253,NETOpen
mflow,high,2023-05-13T00:00:00.000+0100,245,NETOpen
mflow,critical,2023-05-13T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-13T00:00:00.000+0100,8,NETOpen
cpubd,critical,2023-05-13T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-13T00:00:00.000+0100,3,NETOpen
cplay,high,2023-05-13T00:00:00.000+0100,27,NETOpen
che,high,2023-05-13T00:00:00.000+0100,7,NETOpen
buy,high,2023-05-13T00:00:00.000+0100,2,NETOpen
buy,critical,2023-05-13T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-13T00:00:00.000+0100,809,NETOpen
Voddisco,critical,2023-05-13T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-13T00:00:00.000+0100,116,NETOpen
Savi 2,critical,2023-05-13T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-13T00:00:00.000+0100,1346,NETOpen
Hestia,critical,2023-05-13T00:00:00.000+0100,120,NETOpen
CHA,high,2023-05-13T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-13T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-12T00:00:00.000+0100,486,NETClosed
savi,critical,2023-05-12T00:00:00.000+0100,20,NETClosed
pims,high,2023-05-12T00:00:00.000+0100,712,NETClosed
pims,critical,2023-05-12T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-12T00:00:00.000+0100,846,NETClosed
mflow,critical,2023-05-12T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-12T00:00:00.000+0100,62,NETClosed
cpubd,critical,2023-05-12T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-12T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-12T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-12T00:00:00.000+0100,96,NETClosed
cplay,critical,2023-05-12T00:00:00.000+0100,1,NETClosed
che,high,2023-05-12T00:00:00.000+0100,53,NETClosed
che,critical,2023-05-12T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-12T00:00:00.000+0100,95,NETClosed
buy,critical,2023-05-12T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-12T00:00:00.000+0100,1623,NETClosed
Voddisco,critical,2023-05-12T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-12T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-12T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-12T00:00:00.000+0100,176,NETClosed
Hestia,critical,2023-05-12T00:00:00.000+0100,13,NETClosed
CHA,high,2023-05-12T00:00:00.000+0100,242,NETClosed
savi,high,2023-05-12T00:00:00.000+0100,1,Q1Closed
buy,high,2023-05-12T00:00:00.000+0100,1,Q1Closed
Hestia,high,2023-05-12T00:00:00.000+0100,1,Q1Closed
sota,high,2023-05-12T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-12T00:00:00.000+0100,835,NETOpen
savi,critical,2023-05-12T00:00:00.000+0100,37,NETOpen
pims,high,2023-05-12T00:00:00.000+0100,308,NETOpen
mflow,high,2023-05-12T00:00:00.000+0100,256,NETOpen
mflow,critical,2023-05-12T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-12T00:00:00.000+0100,8,NETOpen
cpubd,critical,2023-05-12T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-12T00:00:00.000+0100,14,NETOpen
cplay,high,2023-05-12T00:00:00.000+0100,27,NETOpen
che,high,2023-05-12T00:00:00.000+0100,18,NETOpen
buy,high,2023-05-12T00:00:00.000+0100,13,NETOpen
buy,critical,2023-05-12T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-12T00:00:00.000+0100,810,NETOpen
Voddisco,critical,2023-05-12T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-12T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-05-12T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-12T00:00:00.000+0100,1346,NETOpen
Hestia,critical,2023-05-12T00:00:00.000+0100,120,NETOpen
CHA,high,2023-05-12T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-12T00:00:00.000+0100,16,NETOpen
sota,high,2023-05-12T00:00:00.000+0100,1,Q1Open
savi,high,2023-05-12T00:00:00.000+0100,34,Q1Open
pims,high,2023-05-12T00:00:00.000+0100,176,Q1Open
mflow,high,2023-05-12T00:00:00.000+0100,188,Q1Open
cproc,high,2023-05-12T00:00:00.000+0100,11,Q1Open
cplay,high,2023-05-12T00:00:00.000+0100,22,Q1Open
che,high,2023-05-12T00:00:00.000+0100,11,Q1Open
buy,high,2023-05-12T00:00:00.000+0100,12,Q1Open
Voddisco,high,2023-05-12T00:00:00.000+0100,34,Q1Open
Savi 2,high,2023-05-12T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-12T00:00:00.000+0100,70,Q1Open
Hestia,critical,2023-05-12T00:00:00.000+0100,1,Q1Open
sota,high,2023-05-11T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-11T00:00:00.000+0100,835,NETOpen
savi,critical,2023-05-11T00:00:00.000+0100,37,NETOpen
pims,high,2023-05-11T00:00:00.000+0100,308,NETOpen
mflow,high,2023-05-11T00:00:00.000+0100,256,NETOpen
mflow,critical,2023-05-11T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-11T00:00:00.000+0100,8,NETOpen
cpubd,critical,2023-05-11T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-11T00:00:00.000+0100,14,NETOpen
cplay,high,2023-05-11T00:00:00.000+0100,27,NETOpen
che,high,2023-05-11T00:00:00.000+0100,18,NETOpen
buy,high,2023-05-11T00:00:00.000+0100,13,NETOpen
buy,critical,2023-05-11T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-11T00:00:00.000+0100,812,NETOpen
Voddisco,critical,2023-05-11T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-11T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-05-11T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-11T00:00:00.000+0100,1427,NETOpen
Hestia,critical,2023-05-11T00:00:00.000+0100,124,NETOpen
CHA,high,2023-05-11T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-11T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-11T00:00:00.000+0100,1,Q1Closed
buy,high,2023-05-11T00:00:00.000+0100,1,Q1Closed
sota,high,2023-05-11T00:00:00.000+0100,1,Q1Open
savi,high,2023-05-11T00:00:00.000+0100,34,Q1Open
pims,high,2023-05-11T00:00:00.000+0100,176,Q1Open
mflow,high,2023-05-11T00:00:00.000+0100,188,Q1Open
cproc,high,2023-05-11T00:00:00.000+0100,11,Q1Open
cplay,high,2023-05-11T00:00:00.000+0100,22,Q1Open
che,high,2023-05-11T00:00:00.000+0100,11,Q1Open
buy,high,2023-05-11T00:00:00.000+0100,12,Q1Open
Voddisco,high,2023-05-11T00:00:00.000+0100,34,Q1Open
Savi 2,high,2023-05-11T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-11T00:00:00.000+0100,67,Q1Open
Hestia,critical,2023-05-11T00:00:00.000+0100,1,Q1Open
savi,high,2023-05-11T00:00:00.000+0100,486,NETClosed
savi,critical,2023-05-11T00:00:00.000+0100,20,NETClosed
pims,high,2023-05-11T00:00:00.000+0100,712,NETClosed
pims,critical,2023-05-11T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-11T00:00:00.000+0100,846,NETClosed
mflow,critical,2023-05-11T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-11T00:00:00.000+0100,62,NETClosed
cpubd,critical,2023-05-11T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-11T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-11T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-11T00:00:00.000+0100,96,NETClosed
cplay,critical,2023-05-11T00:00:00.000+0100,1,NETClosed
che,high,2023-05-11T00:00:00.000+0100,53,NETClosed
che,critical,2023-05-11T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-11T00:00:00.000+0100,95,NETClosed
buy,critical,2023-05-11T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-11T00:00:00.000+0100,1621,NETClosed
Voddisco,critical,2023-05-11T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-11T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-11T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-11T00:00:00.000+0100,92,NETClosed
Hestia,critical,2023-05-11T00:00:00.000+0100,9,NETClosed
CHA,high,2023-05-11T00:00:00.000+0100,242,NETClosed
sota,high,2023-05-10T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-10T00:00:00.000+0100,835,NETOpen
savi,critical,2023-05-10T00:00:00.000+0100,37,NETOpen
pims,high,2023-05-10T00:00:00.000+0100,308,NETOpen
mflow,high,2023-05-10T00:00:00.000+0100,256,NETOpen
mflow,critical,2023-05-10T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-10T00:00:00.000+0100,8,NETOpen
cpubd,critical,2023-05-10T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-10T00:00:00.000+0100,14,NETOpen
cplay,high,2023-05-10T00:00:00.000+0100,27,NETOpen
che,high,2023-05-10T00:00:00.000+0100,18,NETOpen
buy,high,2023-05-10T00:00:00.000+0100,13,NETOpen
buy,critical,2023-05-10T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-10T00:00:00.000+0100,812,NETOpen
Voddisco,critical,2023-05-10T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-10T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-05-10T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-10T00:00:00.000+0100,1427,NETOpen
Hestia,critical,2023-05-10T00:00:00.000+0100,124,NETOpen
CHA,high,2023-05-10T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-10T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-10T00:00:00.000+0100,486,NETClosed
savi,critical,2023-05-10T00:00:00.000+0100,20,NETClosed
pims,high,2023-05-10T00:00:00.000+0100,712,NETClosed
pims,critical,2023-05-10T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-10T00:00:00.000+0100,846,NETClosed
mflow,critical,2023-05-10T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-10T00:00:00.000+0100,62,NETClosed
cpubd,critical,2023-05-10T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-10T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-10T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-10T00:00:00.000+0100,96,NETClosed
cplay,critical,2023-05-10T00:00:00.000+0100,1,NETClosed
che,high,2023-05-10T00:00:00.000+0100,53,NETClosed
che,critical,2023-05-10T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-10T00:00:00.000+0100,95,NETClosed
buy,critical,2023-05-10T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-10T00:00:00.000+0100,1621,NETClosed
Voddisco,critical,2023-05-10T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-10T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-10T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-10T00:00:00.000+0100,92,NETClosed
Hestia,critical,2023-05-10T00:00:00.000+0100,9,NETClosed
CHA,high,2023-05-10T00:00:00.000+0100,242,NETClosed
savi,high,2023-05-10T00:00:00.000+0100,1,Q1Closed
buy,high,2023-05-10T00:00:00.000+0100,1,Q1Closed
sota,high,2023-05-10T00:00:00.000+0100,1,Q1Open
savi,high,2023-05-10T00:00:00.000+0100,34,Q1Open
pims,high,2023-05-10T00:00:00.000+0100,176,Q1Open
mflow,high,2023-05-10T00:00:00.000+0100,188,Q1Open
cproc,high,2023-05-10T00:00:00.000+0100,11,Q1Open
cplay,high,2023-05-10T00:00:00.000+0100,22,Q1Open
che,high,2023-05-10T00:00:00.000+0100,11,Q1Open
buy,high,2023-05-10T00:00:00.000+0100,12,Q1Open
Voddisco,high,2023-05-10T00:00:00.000+0100,34,Q1Open
Savi 2,high,2023-05-10T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-10T00:00:00.000+0100,67,Q1Open
Hestia,critical,2023-05-10T00:00:00.000+0100,1,Q1Open
savi,high,2023-05-09T00:00:00.000+0100,1,Q1Closed
buy,high,2023-05-09T00:00:00.000+0100,1,Q1Closed
savi,high,2023-05-09T00:00:00.000+0100,34,Q1Open
pims,high,2023-05-09T00:00:00.000+0100,176,Q1Open
mflow,high,2023-05-09T00:00:00.000+0100,188,Q1Open
cproc,high,2023-05-09T00:00:00.000+0100,11,Q1Open
cplay,high,2023-05-09T00:00:00.000+0100,22,Q1Open
che,high,2023-05-09T00:00:00.000+0100,11,Q1Open
buy,high,2023-05-09T00:00:00.000+0100,12,Q1Open
Voddisco,high,2023-05-09T00:00:00.000+0100,34,Q1Open
Savi 2,high,2023-05-09T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-09T00:00:00.000+0100,31,Q1Open
sota,high,2023-05-09T00:00:00.000+0100,1,NETClosed
savi,high,2023-05-09T00:00:00.000+0100,486,NETClosed
savi,critical,2023-05-09T00:00:00.000+0100,20,NETClosed
pims,high,2023-05-09T00:00:00.000+0100,712,NETClosed
pims,critical,2023-05-09T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-09T00:00:00.000+0100,846,NETClosed
mflow,critical,2023-05-09T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-09T00:00:00.000+0100,62,NETClosed
cpubd,critical,2023-05-09T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-09T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-09T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-09T00:00:00.000+0100,96,NETClosed
cplay,critical,2023-05-09T00:00:00.000+0100,1,NETClosed
che,high,2023-05-09T00:00:00.000+0100,53,NETClosed
che,critical,2023-05-09T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-09T00:00:00.000+0100,95,NETClosed
buy,critical,2023-05-09T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-09T00:00:00.000+0100,1621,NETClosed
Voddisco,critical,2023-05-09T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-09T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-09T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-09T00:00:00.000+0100,92,NETClosed
Hestia,critical,2023-05-09T00:00:00.000+0100,9,NETClosed
CHA,high,2023-05-09T00:00:00.000+0100,242,NETClosed
sota,high,2023-05-09T00:00:00.000+0100,15,NETOpen
savi,high,2023-05-09T00:00:00.000+0100,835,NETOpen
savi,critical,2023-05-09T00:00:00.000+0100,37,NETOpen
pims,high,2023-05-09T00:00:00.000+0100,308,NETOpen
mflow,high,2023-05-09T00:00:00.000+0100,257,NETOpen
mflow,critical,2023-05-09T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-09T00:00:00.000+0100,12,NETOpen
cpubd,critical,2023-05-09T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-09T00:00:00.000+0100,14,NETOpen
cplay,high,2023-05-09T00:00:00.000+0100,27,NETOpen
che,high,2023-05-09T00:00:00.000+0100,18,NETOpen
buy,high,2023-05-09T00:00:00.000+0100,13,NETOpen
buy,critical,2023-05-09T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-09T00:00:00.000+0100,814,NETOpen
Voddisco,critical,2023-05-09T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-09T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-05-09T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-09T00:00:00.000+0100,1966,NETOpen
Hestia,critical,2023-05-09T00:00:00.000+0100,159,NETOpen
CHA,high,2023-05-09T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-09T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-08T00:00:00.000+0100,34,Q1Open
pims,high,2023-05-08T00:00:00.000+0100,176,Q1Open
mflow,high,2023-05-08T00:00:00.000+0100,188,Q1Open
cproc,high,2023-05-08T00:00:00.000+0100,11,Q1Open
cplay,high,2023-05-08T00:00:00.000+0100,22,Q1Open
che,high,2023-05-08T00:00:00.000+0100,11,Q1Open
buy,high,2023-05-08T00:00:00.000+0100,12,Q1Open
Voddisco,high,2023-05-08T00:00:00.000+0100,34,Q1Open
Savi 2,high,2023-05-08T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-08T00:00:00.000+0100,30,Q1Open
savi,high,2023-05-08T00:00:00.000+0100,1,Q1Closed
buy,high,2023-05-08T00:00:00.000+0100,1,Q1Closed
sota,high,2023-05-08T00:00:00.000+0100,15,NETOpen
savi,high,2023-05-08T00:00:00.000+0100,835,NETOpen
savi,critical,2023-05-08T00:00:00.000+0100,37,NETOpen
pims,high,2023-05-08T00:00:00.000+0100,308,NETOpen
mflow,high,2023-05-08T00:00:00.000+0100,263,NETOpen
mflow,critical,2023-05-08T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-08T00:00:00.000+0100,19,NETOpen
cpubd,critical,2023-05-08T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-08T00:00:00.000+0100,15,NETOpen
cplay,high,2023-05-08T00:00:00.000+0100,27,NETOpen
che,high,2023-05-08T00:00:00.000+0100,23,NETOpen
buy,high,2023-05-08T00:00:00.000+0100,16,NETOpen
buy,critical,2023-05-08T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-08T00:00:00.000+0100,819,NETOpen
Voddisco,critical,2023-05-08T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-08T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-05-08T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-08T00:00:00.000+0100,1965,NETOpen
Hestia,critical,2023-05-08T00:00:00.000+0100,159,NETOpen
CHA,high,2023-05-08T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-08T00:00:00.000+0100,16,NETOpen
sota,high,2023-05-08T00:00:00.000+0100,1,NETClosed
savi,high,2023-05-08T00:00:00.000+0100,486,NETClosed
savi,critical,2023-05-08T00:00:00.000+0100,20,NETClosed
pims,high,2023-05-08T00:00:00.000+0100,712,NETClosed
pims,critical,2023-05-08T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-08T00:00:00.000+0100,846,NETClosed
mflow,critical,2023-05-08T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-08T00:00:00.000+0100,62,NETClosed
cpubd,critical,2023-05-08T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-08T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-08T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-08T00:00:00.000+0100,96,NETClosed
cplay,critical,2023-05-08T00:00:00.000+0100,1,NETClosed
che,high,2023-05-08T00:00:00.000+0100,53,NETClosed
che,critical,2023-05-08T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-08T00:00:00.000+0100,95,NETClosed
buy,critical,2023-05-08T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-08T00:00:00.000+0100,1621,NETClosed
Voddisco,critical,2023-05-08T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-08T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-08T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-08T00:00:00.000+0100,92,NETClosed
Hestia,critical,2023-05-08T00:00:00.000+0100,9,NETClosed
CHA,high,2023-05-08T00:00:00.000+0100,242,NETClosed
savi,high,2023-05-07T00:00:00.000+0100,1,Q1Closed
buy,high,2023-05-07T00:00:00.000+0100,1,Q1Closed
savi,high,2023-05-07T00:00:00.000+0100,34,Q1Open
pims,high,2023-05-07T00:00:00.000+0100,176,Q1Open
mflow,high,2023-05-07T00:00:00.000+0100,188,Q1Open
cproc,high,2023-05-07T00:00:00.000+0100,11,Q1Open
cplay,high,2023-05-07T00:00:00.000+0100,22,Q1Open
che,high,2023-05-07T00:00:00.000+0100,11,Q1Open
buy,high,2023-05-07T00:00:00.000+0100,12,Q1Open
Voddisco,high,2023-05-07T00:00:00.000+0100,34,Q1Open
Savi 2,high,2023-05-07T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-07T00:00:00.000+0100,30,Q1Open
sota,high,2023-05-07T00:00:00.000+0100,15,NETOpen
savi,high,2023-05-07T00:00:00.000+0100,835,NETOpen
savi,critical,2023-05-07T00:00:00.000+0100,37,NETOpen
pims,high,2023-05-07T00:00:00.000+0100,308,NETOpen
mflow,high,2023-05-07T00:00:00.000+0100,263,NETOpen
mflow,critical,2023-05-07T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-07T00:00:00.000+0100,19,NETOpen
cpubd,critical,2023-05-07T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-07T00:00:00.000+0100,15,NETOpen
cplay,high,2023-05-07T00:00:00.000+0100,27,NETOpen
che,high,2023-05-07T00:00:00.000+0100,23,NETOpen
buy,high,2023-05-07T00:00:00.000+0100,16,NETOpen
buy,critical,2023-05-07T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-07T00:00:00.000+0100,819,NETOpen
Voddisco,critical,2023-05-07T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-07T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-05-07T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-07T00:00:00.000+0100,1965,NETOpen
Hestia,critical,2023-05-07T00:00:00.000+0100,159,NETOpen
CHA,high,2023-05-07T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-07T00:00:00.000+0100,16,NETOpen
sota,high,2023-05-07T00:00:00.000+0100,1,NETClosed
savi,high,2023-05-07T00:00:00.000+0100,486,NETClosed
savi,critical,2023-05-07T00:00:00.000+0100,20,NETClosed
pims,high,2023-05-07T00:00:00.000+0100,712,NETClosed
pims,critical,2023-05-07T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-07T00:00:00.000+0100,846,NETClosed
mflow,critical,2023-05-07T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-07T00:00:00.000+0100,62,NETClosed
cpubd,critical,2023-05-07T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-07T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-07T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-07T00:00:00.000+0100,96,NETClosed
cplay,critical,2023-05-07T00:00:00.000+0100,1,NETClosed
che,high,2023-05-07T00:00:00.000+0100,53,NETClosed
che,critical,2023-05-07T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-07T00:00:00.000+0100,95,NETClosed
buy,critical,2023-05-07T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-07T00:00:00.000+0100,1621,NETClosed
Voddisco,critical,2023-05-07T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-07T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-07T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-07T00:00:00.000+0100,92,NETClosed
Hestia,critical,2023-05-07T00:00:00.000+0100,9,NETClosed
CHA,high,2023-05-07T00:00:00.000+0100,242,NETClosed
savi,high,2023-05-06T00:00:00.000+0100,34,Q1Open
pims,high,2023-05-06T00:00:00.000+0100,176,Q1Open
mflow,high,2023-05-06T00:00:00.000+0100,188,Q1Open
cproc,high,2023-05-06T00:00:00.000+0100,11,Q1Open
cplay,high,2023-05-06T00:00:00.000+0100,22,Q1Open
che,high,2023-05-06T00:00:00.000+0100,11,Q1Open
buy,high,2023-05-06T00:00:00.000+0100,12,Q1Open
Voddisco,high,2023-05-06T00:00:00.000+0100,34,Q1Open
Savi 2,high,2023-05-06T00:00:00.000+0100,1,Q1Open
Hestia,high,2023-05-06T00:00:00.000+0100,25,Q1Open
sota,high,2023-05-06T00:00:00.000+0100,1,NETClosed
savi,high,2023-05-06T00:00:00.000+0100,486,NETClosed
savi,critical,2023-05-06T00:00:00.000+0100,20,NETClosed
pims,high,2023-05-06T00:00:00.000+0100,712,NETClosed
pims,critical,2023-05-06T00:00:00.000+0100,80,NETClosed
mflow,high,2023-05-06T00:00:00.000+0100,846,NETClosed
mflow,critical,2023-05-06T00:00:00.000+0100,61,NETClosed
cpubd,high,2023-05-06T00:00:00.000+0100,62,NETClosed
cpubd,critical,2023-05-06T00:00:00.000+0100,26,NETClosed
cproc,high,2023-05-06T00:00:00.000+0100,292,NETClosed
cproc,critical,2023-05-06T00:00:00.000+0100,41,NETClosed
cplay,high,2023-05-06T00:00:00.000+0100,96,NETClosed
cplay,critical,2023-05-06T00:00:00.000+0100,1,NETClosed
che,high,2023-05-06T00:00:00.000+0100,53,NETClosed
che,critical,2023-05-06T00:00:00.000+0100,2,NETClosed
buy,high,2023-05-06T00:00:00.000+0100,95,NETClosed
buy,critical,2023-05-06T00:00:00.000+0100,6,NETClosed
Voddisco,high,2023-05-06T00:00:00.000+0100,1621,NETClosed
Voddisco,critical,2023-05-06T00:00:00.000+0100,201,NETClosed
Savi 2,high,2023-05-06T00:00:00.000+0100,5,NETClosed
Savi 2,critical,2023-05-06T00:00:00.000+0100,6,NETClosed
Hestia,high,2023-05-06T00:00:00.000+0100,38,NETClosed
Hestia,critical,2023-05-06T00:00:00.000+0100,6,NETClosed
CHA,high,2023-05-06T00:00:00.000+0100,242,NETClosed
savi,high,2023-05-06T00:00:00.000+0100,1,Q1Closed
buy,high,2023-05-06T00:00:00.000+0100,1,Q1Closed
sota,high,2023-05-06T00:00:00.000+0100,15,NETOpen
savi,high,2023-05-06T00:00:00.000+0100,835,NETOpen
savi,critical,2023-05-06T00:00:00.000+0100,37,NETOpen
pims,high,2023-05-06T00:00:00.000+0100,308,NETOpen
mflow,high,2023-05-06T00:00:00.000+0100,263,NETOpen
mflow,critical,2023-05-06T00:00:00.000+0100,8,NETOpen
cpubd,high,2023-05-06T00:00:00.000+0100,19,NETOpen
cpubd,critical,2023-05-06T00:00:00.000+0100,1,NETOpen
cproc,high,2023-05-06T00:00:00.000+0100,15,NETOpen
cplay,high,2023-05-06T00:00:00.000+0100,27,NETOpen
che,high,2023-05-06T00:00:00.000+0100,23,NETOpen
buy,high,2023-05-06T00:00:00.000+0100,16,NETOpen
buy,critical,2023-05-06T00:00:00.000+0100,3,NETOpen
Voddisco,high,2023-05-06T00:00:00.000+0100,819,NETOpen
Voddisco,critical,2023-05-06T00:00:00.000+0100,104,NETOpen
Savi 2,high,2023-05-06T00:00:00.000+0100,117,NETOpen
Savi 2,critical,2023-05-06T00:00:00.000+0100,10,NETOpen
Hestia,high,2023-05-06T00:00:00.000+0100,2014,NETOpen
Hestia,critical,2023-05-06T00:00:00.000+0100,162,NETOpen
CHA,high,2023-05-06T00:00:00.000+0100,73,NETOpen
CHA,critical,2023-05-06T00:00:00.000+0100,16,NETOpen
sota,high,2023-05-05T00:00:00.000+0100,16,NETOpen
savi,high,2023-05-05T00:00:00.000+0100,835,NETOpen
savi,critical,2023-05-05T00:00:00.000+0100,37,NETOpen
pims,high,2023-05-05T00:00:00.000+0100,308,NETOpen
mflow,high,2023-05-05T00:00:00.000+0100,263,NETOpen
